Village_Name,Village,Union_Name
DHULIANI,068,DHULIANI
FATEPUR,108,DHULIANI
BARA KABILPUR,028,DHULIANI
CHHOTA KABILPUR,048,DHULIANI
KUSHTIA,208,DHULIANI
MOKTARPUR,248,DHULIANI
MUKUNDAPUR,248,DHULIANI
SHAHZADPUR,368,DHULIANI
UJIRPUR,408,DHULIANI
ARAZI  DEBIPUR,008,HAKIMPUR
ARAZI SULTANPUR,008,HAKIMPUR
BAKSIPUR,028,HAKIMPUR
CHAKLA,048,HAKIMPUR
CHANDRAPARA,048,HAKIMPUR
DEBIPUR,068,HAKIMPUR
FAKIRABAD,108,HAKIMPUR
HAJIPUR,148,HAKIMPUR
HAKIMPUR,148,HAKIMPUR
MATH HAKIMPUR,248,HAKIMPUR
DULALPUR,068,HAKIMPUR
JATRAPUR,188,HAKIMPUR
KOMARPUR,208,HAKIMPUR
MATH CHAKLA,248,HAKIMPUR
SWARUPPUR,368,HAKIMPUR
TAHERPUR,388,HAKIMPUR
TAJBIJPUR,388,HAKIMPUR
ARKANDI,008,JAGADISHPUR
ARPARA,008,JAGADISHPUR
DAKKHIN SAGAR,068,JAGADISHPUR
JAGADISHPUR,188,JAGADISHPUR
JHINAIKUNDU,188,JAGADISHPUR
KANDI,208,JAGADISHPUR
MARUA,248,JAGADISHPUR
MIRZAPUR,248,JAGADISHPUR
SARFARAJPUR,368,JAGADISHPUR
BAHADURPUR,028,NARAYANPUR
BARA KHANPUR,028,NARAYANPUR
BATIKAMARI,028,NARAYANPUR
BHAGABANPUR,028,NARAYANPUR
BUNDALITALA,028,NARAYANPUR
CHANDPARA,048,NARAYANPUR
GUATALI,128,NARAYANPUR
KADBILA,208,NARAYANPUR
KISMAT KHANPUR,216,NARAYANPUR
MANDARTALAPARA,248,NARAYANPUR
HAZRAKHANA,148,NARAYANPUR
HOGALDANGA,148,NARAYANPUR
ILISHMARI,168,NARAYANPUR
MANGIRPARA,248,NARAYANPUR
NARAYANPUR,268,NARAYANPUR
PETBHARA,308,NARAYANPUR
BANURHUDA,028,PASHAPOL
BARA GOBINDAPUR,028,PASHAPOL
BARIALI,028,PASHAPOL
BIL ERAL,028,PASHAPOL
BURINDIA,028,PASHAPOL
DASHPAKIA,068,PASHAPOL
DURIALI,068,PASHAPOL
GOPINATHPUR,128,PASHAPOL
HAULI,148,PASHAPOL
KALIAKUNDI,208,PASHAPOL
MALIGANTI,248,PASHAPOL
MATSYARANGA,248,PASHAPOL
PALUA,308,PASHAPOL
PASHAPOL,308,PASHAPOL
RAGHUNATHPUR,348,PASHAPOL
RANIALI,348,PASHAPOL
SURESHWARKATI,368,PASHAPOL
BHABANIPUR,028,PATIBILA
BISHWANATHPUR,028,PATIBILA
HAYATPUR,148,PATIBILA
MUKTADAHA,248,PATIBILA
NIAMATPUR,268,PATIBILA
PATIBILA,308,PATIBILA
PURAHUDA,308,PATIBILA
ROSTAMPUR,348,PATIBILA
SADIPUR,368,PATIBILA
TEGHARI,388,PATIBILA
AFRA,008,PHULSARA
ARARDAHA,008,PHULSARA
BALIDAPARA,028,PHULSARA
BARAIHATI,028,PHULSARA
CHANDA,048,PHULSARA
CHARABARI,048,PHULSARA
DURGABARKATI,068,PHULSARA
JAMIRA,188,PHULSARA
KOTALIPUR,208,PHULSARA
MOHAMMADPUR,248,PHULSARA
PHULSARA,308,PHULSARA
RAYNAGAR,348,PHULSARA
SALUA,368,PHULSARA
SHIBNAGAR,368,PHULSARA
SYEDPUR,368,PHULSARA
TENTULBARIA,388,PHULSARA
GARIBPUR,128,SINGHAJHULI
HUDA FATEPUR,148,SINGHAJHULI
JAGANNATHPUR,188,SINGHAJHULI
JAHANGIRPUR,188,SINGHAJHULI
JAMALTA,188,SINGHAJHULI
MAJALI,248,SINGHAJHULI
MASHIURNAGAR,248,SINGHAJHULI
PITAMBARPUR,308,SINGHAJHULI
SINGHAJHULI,368,SINGHAJHULI
ANDULIA,008,SUKHPUKURIA
ARSINGRI,008,SUKHPUKURIA
BALLABHPUR,028,SUKHPUKURIA
BARNI,028,SUKHPUKURIA
DAULATPUR,068,SUKHPUKURIA
DURGAPUR,068,SUKHPUKURIA
INDRAPUR,168,SUKHPUKURIA
KULIA,208,SUKHPUKURIA
MAKAPUR,248,SUKHPUKURIA
NAGAR BARNI,268,SUKHPUKURIA
PUKURIA,308,SUKHPUKURIA
PURAPARA,308,SUKHPUKURIA
RAJAPUR,348,SUKHPUKURIA
RAMKRISHNAPUR,348,SUKHPUKURIA
SUKHPUKURIA,368,SUKHPUKURIA
TILAKPUR,388,SUKHPUKURIA
ANDHARKOTA,008,SWARUPDAHA
BAGARDARI,028,SWARUPDAHA
CHUTARHUDA,048,SWARUPDAHA
DIGHARI,068,SWARUPDAHA
GADADHARPUR,128,SWARUPDAHA
GAYRA,128,SWARUPDAHA
HIJLI,148,SWARUPDAHA
BARA KAKURIA,028,SWARUPDAHA
CHHOTA KAKURIA,048,SWARUPDAHA
KAKURIA NAODAPARA,208,SWARUPDAHA
NAYRA,268,SWARUPDAHA
TILAKPUR,388,SWARUPDAHA
BAHILAPOTA,028,SWARUPDAHA
BAJE KHARINCHA,036,SWARUPDAHA
DEBALAYA,068,SWARUPDAHA
KHARINCHA,208,SWARUPDAHA
KHARINCHA NAODAPARA,216,SWARUPDAHA
MADHABPUR,248,SWARUPDAHA
LAKKHIPUR,228,SWARUPDAHA
MASILA,248,SWARUPDAHA
SANCHADANGA,368,SWARUPDAHA
SARBANANDA HUDA,368,SWARUPDAHA
KADAMTALA,208,SWARUPDAHA
SWARUPDAHA,368,SWARUPDAHA
TENGURPUR,388,SWARUPDAHA
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
ALIPUR,008,BANKRA
BANKRA,028,BANKRA
BIL KACHUA,028,BANKRA
DIGDANA,068,BANKRA
KHALSI,208,BANKRA
BALIADANGA,028,BANKRA
KHOSALNAGAR,208,BANKRA
MATSIA,248,BANKRA
MUKUNDAPUR,248,BANKRA
SHIMULIA,368,BANKRA
SHUKURKHOLA,368,BANKRA
UJJALPUR,408,BANKRA
BAMANALI,028,GADKHALI
BARBAKPUR,028,GADKHALI
BENEALI,028,GADKHALI
BODHKHANA,028,GADKHALI
FATEPUR,108,GADKHALI
GADKHALI,128,GADKHALI
JAFARNAGAR,188,GADKHALI
KAMARPARA,208,GADKHALI
PATUAPARA,308,GADKHALI
SADIRALI,368,GADKHALI
ATLIA,008,GANGANANDAPUR
SREECHANDRAPUR,368,GANGANANDAPUR
BALIA,028,GANGANANDAPUR
BANGDAHA,028,GANGANANDAPUR
BISHAHARI,028,GANGANANDAPUR
CHHUTIPUR,048,GANGANANDAPUR
DATTAPARA,068,GANGANANDAPUR
GANGANANDAPUR,128,GANGANANDAPUR
GOALHATI,128,GANGANANDAPUR
GOURSUTI,128,GANGANANDAPUR
GULBAGPUR,128,GANGANANDAPUR
JIULIGACHHA,188,GANGANANDAPUR
KAGMARI,208,GANGANANDAPUR
KRISHNACHANDRAPUR,208,GANGANANDAPUR
MOUTA,248,GANGANANDAPUR
NABAGRAM,268,GANGANANDAPUR
BARUNHAL,028,HAJIRBAG
BISHNUPUR,028,HAJIRBAG
DEULI,068,HAJIRBAG
DHALLA,068,HAJIRBAG
HAJIRBAG,148,HAJIRBAG
HARIKHALI PANCHPOTA,148,HAJIRBAG
ISTA,168,HAJIRBAG
JUGIHUDA,188,HAJIRBAG
KOMAR CHANDA,208,HAJIRBAG
KULLA,208,HAJIRBAG
MAHESHPARA,248,HAJIRBAG
MATIKOMRA,248,HAJIRBAG
MUKUNDAPUR,248,HAJIRBAG
RAYPATAN,348,HAJIRBAG
SONAKUR,368,HAJIRBAG
BERELA,028,JHIKARGACHHA
CHANPATALA,048,JHIKARGACHHA
DOSTAPUR,068,JHIKARGACHHA
FARASATPUR,108,JHIKARGACHHA
HARIA DIARA,148,JHIKARGACHHA
JHAUDIA,188,JHIKARGACHHA
JOYKRISHNAPUR,188,JHIKARGACHHA
LAKKHIPUR,228,JHIKARGACHHA
LAUJANI,236,JHIKARGACHHA
NAODAPARA,268,JHIKARGACHHA
MALLIKPUR,248,JHIKARGACHHA
CHANDRAPUR,048,JHIKARGACHHA
KASHIPUR,208,JHIKARGACHHA
MIRZAPUR,248,JHIKARGACHHA
NOAPARA,268,JHIKARGACHHA
PADMAPUKURIA,308,JHIKARGACHHA
PAYRADANGA,308,JHIKARGACHHA
SAGARPUR,368,JHIKARGACHHA
SREERAMPUR,368,JHIKARGACHHA
ANGARPARA,008,MAGURA
ARSINGRI,008,MAGURA
BAHIRAMPUR,028,MAGURA
BARA KULI,028,MAGURA
CHANDA,048,MAGURA
CHHOTA KULI,048,MAGURA
DAHAR MAGURA,068,MAGURA
DAULATPUR,068,MAGURA
FULBARI,108,MAGURA
GHORADAHA,128,MAGURA
JOYRAMPUR,188,MAGURA
KAYEMKOLA,208,MAGURA
MAGURA,248,MAGURA
MANOHARPUR,248,MAGURA
MISRI DIARA,248,MAGURA
MOHAMMADPUR,248,MAGURA
SANTOSHNAGAR,368,MAGURA
AMINI,008,NABHARAN
BADE NABHARAN,028,NABHARAN
BAYESHA,028,NABHARAN
CHANDPUR,048,NABHARAN
GUNAN NAGAR,128,NABHARAN
HARIA,148,NABHARAN
KALAGACHHI,208,NABHARAN
KALIANI,208,NABHARAN
KARIM ALI,208,NABHARAN
MANIK ALI,248,NABHARAN
BELEMATH,028,NABHARAN
DHAKAPARA,068,NABHARAN
ISLAMPUR,168,NABHARAN
NABHARAN,268,NABHARAN
NITYANANDAKATHI,268,NABHARAN
PANCHPOTA,308,NABHARAN
BAGH,028,NABHARAN
BANKI,036,NABHARAN
DANGI,068,NABHARAN
KUNDIPUR,208,NABHARAN
RAMCHANDRAPUR,348,NABHARAN
SHARIFPUR,368,NABHARAN
UTTAR DEULI,408,NABHARAN
ARSINGRI,016,NIRBASKHOLA
BALLA,028,NIRBASKHOLA
BAUSA,028,NIRBASKHOLA
BERA RUPANI,028,NIRBASKHOLA
DIGHARI,068,NIRBASKHOLA
KANAIRALI,208,NIRBASKHOLA
KHARUSA,208,NIRBASKHOLA
MIRZAPUR,248,NIRBASKHOLA
NANDI DUMURIA,268,NIRBASKHOLA
NIBAS KHOLA,268,NIRBASKHOLA
NISHCHINTAPUR,268,NIRBASKHOLA
NOALI,268,NIRBASKHOLA
RAJAR DUMURIA,348,NIRBASKHOLA
SADIPUR,368,NIRBASKHOLA
SHIORDAHA,368,NIRBASKHOLA
BARNI,028,PANISARA
BEJETALA,028,PANISARA
CHANPATALA,048,PANISARA
GOBRAPUR,128,PANISARA
KAURIA,208,PANISARA
KRISHNACHANDRAPUR,208,PANISARA
KULIA,208,PANISARA
MOHINIKATHI,248,PANISARA
NARANGALI,268,PANISARA
NILKANTHANAGAR,268,PANISARA
PANISARA,308,PANISARA
PURANDARPUR,356,PANISARA
RAGHUNATHNAGAR,348,PANISARA
RAJAPUR,348,PANISARA
SYEDPARA,368,PANISARA
TAORA,388,PANISARA
BAKULIA,028,SHANKARPUR
BAKURA,028,SHANKARPUR
JAGADANANDAKATHI,188,SHANKARPUR
KHATBARIA,208,SHANKARPUR
KULBARIA,208,SHANKARPUR
KUMRI,208,SHANKARPUR
NAYERA,268,SHANKARPUR
BARA PODAULIA,028,SHANKARPUR
CHHOTA PODAULIA,048,SHANKARPUR
HARIDRAPOTA,148,SHANKARPUR
RAJBARIA,348,SHANKARPUR
SEKENDARKATHI,368,SHANKARPUR
SHANKARPUR,368,SHANKARPUR
ULAKOL,408,SHANKARPUR
ANDALPOTA,008,SHIMULIA
AZAMPUR,008,SHIMULIA
DOSATINA,068,SHIMULIA
GANGADHARPUR,128,SHIMULIA
JAMALPUR,188,SHIMULIA
KHASKHALI,208,SHIMULIA
KHUDRA MATIKOMRA,208,SHIMULIA
MADHUKHALI,248,SHIMULIA
PALLA,308,SHIMULIA
RADHANAGAR,348,SHIMULIA
SAGARPUR,368,SHIMULIA
SHIALGHONA,368,SHIMULIA
GOPINATHPUR,128,SHIMULIA
SHIMULIA,368,SHIMULIA
SREERAMKATHI,368,SHIMULIA
UTTAR RAJAPUR,408,SHIMULIA
YOUSUFPUR,927,SHIMULIA
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
BAUSHALA,028,BIDYANANDAKATI
BHABANIPUR,028,BIDYANANDAKATI
BHANDARKHOLA,028,BIDYANANDAKATI
BIDYANANDAKATI,028,BIDYANANDAKATI
FATEPUR,108,BIDYANANDAKATI
HARIAGHOP,148,BIDYANANDAKATI
HIZALDANGA,148,BIDYANANDAKATI
KALIARAI,208,BIDYANANDAKATI
KHOPDAHI,208,BIDYANANDAKATI
LALPUR,228,BIDYANANDAKATI
PARCHAKRA,308,BIDYANANDAKATI
TEGHARI,388,BIDYANANDAKATI
AGARHATI,008,GOURIGHONA
BHARAT BHAYNA,028,GOURIGHONA
BHERCHI,028,GOURIGHONA
BURALI,028,GOURIGHONA
DASHKAHANIA,068,GOURIGHONA
GOURIGHONA,128,GOURIGHONA
KASHIMPUR,208,GOURIGHONA
SANNYASGACHHA,368,GOURIGHONA
SARUTIA,368,GOURIGHONA
AULGANTI,008,HASANPUR
BAGA,028,HASANPUR
BURIHATI,028,HASANPUR
HASANPUR,148,HASANPUR
KABILPUR,208,HASANPUR
KAKILAKHALI,208,HASANPUR
MAHADEBPUR,248,HASANPUR
MAMINPUR,248,HASANPUR
NEHALPUR,268,HASANPUR
REJAKATI,348,HASANPUR
SAKSEKANPUR,368,HASANPUR
TITABAZITPUR,388,HASANPUR
ALTAPOL,024,KESHABPUR
BALIADANGA,044,KESHABPUR
BYASDANGA,028,KESHABPUR
DURMUTIA,068,KESHABPUR
KHATIAKHALI,208,KESHABPUR
MADHYAKUL,248,KESHABPUR
MAGURADANGA,248,KESHABPUR
MULGRAM,248,KESHABPUR
RAMCHANDRAPUR,348,KESHABPUR
SUJAPUR,368,KESHABPUR
ATENDA,008,MAJIDPUR
BAGDAHA,028,MAJIDPUR
BAYESA,028,MAJIDPUR
DEULI,068,MAJIDPUR
HIZALTALA,148,MAJIDPUR
KUSHALDIA,208,MAJIDPUR
LAKKHINATHKATI,228,MAJIDPUR
MAJIDPUR,248,MAJIDPUR
MIRZAPUR,248,MAJIDPUR
PATRAPARA,308,MAJIDPUR
PRATAPPUR,308,MAJIDPUR
SHIKARPUR,368,MAJIDPUR
SREEFALA,368,MAJIDPUR
SREERAMPUR,368,MAJIDPUR
BARA PATHARA,028,MANGALKOT
BARENGA,028,MANGALKOT
BASUNDIA,028,MANGALKOT
CHHOTA PATHARA,048,MANGALKOT
CHUADANGA,048,MANGALKOT
GHAGHA,128,MANGALKOT
KEDARPUR,208,MANGALKOT
KHANDARPAPUR,208,MANGALKOT
MAGURKHALI,248,MANGALKOT
MANGALKOT,248,MANGALKOT
PANCHARAI,308,MANGALKOT
PANCHPOTA,308,MANGALKOT
RAMKRISHNAPUR,348,MANGALKOT
BELKATI,028,PANJIA
BRAHMANDANGA,028,PANJIA
KAMALAPUR,208,PANJIA
DONGAGHATA,068,PANJIA
GARBHANGA,128,PANJIA
HAD,148,PANJIA
IMANNAGAR,168,PANJIA
LEPAKATI,228,PANJIA
MADARDANGA,248,PANJIA
MANDARDANGA,248,PANJIA
BAGDANGA,028,PANJIA
MANOHARNAGAR,248,PANJIA
PATHARGHATA,308,PANJIA
PANCH BANKABARSHI,308,PANJIA
PANJIA,308,PANJIA
RAJNAGAR BANKABARSI,348,PANJIA
SAGARDATTAKATI,368,PANJIA
SATAISHKATI,368,PANJIA
BANSHBARIA,028,SAGARDARI
BARAIHATI,028,SAGARDARI
BISHNUPUR,028,SAGARDARI
CHINGRA,048,SAGARDARI
DHARMAPUR,068,SAGARDARI
FATEPUR,108,SAGARDARI
GOBINDAPUR,128,SAGARDARI
GOPSENA,128,SAGARDARI
JHIKRA,188,SAGARDARI
KASTA,208,SAGARDARI
KOMARPUR,208,SAGARDARI
MEHERPUR,248,SAGARDARI
MIRZAPUR,248,SAGARDARI
RAGHURAMPUR,348,SAGARDARI
SAGARDARI,368,SAGARDARI
SHEIKHPURA,368,SAGARDARI
SREEPUR,368,SAGARDARI
BAOR MASINA,028,SATBARIA
BEGAMPUR,028,SATBARIA
BHALUKGHAR,028,SATBARIA
CHALITABARIA,048,SATBARIA
DATTANAGAR,068,SATBARIA
JAHANPUR,188,SATBARIA
KARIAKHALI,208,SATBARIA
KOMARPOL,208,SATBARIA
SATBARIA,368,SATBARIA
ARUA,008,SUFALAKATI
DAHARI,068,SUFALAKATI
GIRIDHARNAGAR,128,SUFALAKATI
HARIAGHOP,148,SUFALAKATI
KAKBANDHAL,208,SUFALAKATI
KALAGACHHI,208,SUFALAKATI
KALICHARANPUR,208,SUFALAKATI
KANAIDANGA,208,SUFALAKATI
KAYEMKHOLA,208,SUFALAKATI
KISMAT SANTALA,208,SUFALAKATI
KRISHNANAGAR,208,SUFALAKATI
MAYNAPUR,248,SUFALAKATI
BETIKHOLA,028,SUFALAKATI
NARAYANPUR,268,SUFALAKATI
SANTALA,368,SUFALAKATI
SARUTIA,368,SUFALAKATI
SUFALAKATI,368,SUFALAKATI
BARANDALI,028,TRIMOHINI
CHANDRA,048,TRIMOHINI
MIRZANAGAR,248,TRIMOHINI
SARAFPUR,368,TRIMOHINI
SARASKATI,368,TRIMOHINI
SHAHAPUR,368,TRIMOHINI
SREERAMPUR,368,TRIMOHINI
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
BANSHBARIA,028,ARABPUR
BALIA BHEKUTIA,028,ARABPUR
BHEKUTIA,036,ARABPUR
BRAHMATAR PATENGALI,028,ARABPUR
CHANDPUR,048,ARABPUR
PAKDIA,308,ARABPUR
DHOPAKHOLA,068,ARABPUR
DURGAPUR,068,ARABPUR
KHOLADANGA,208,ARABPUR
KRISHNABATI,208,ARABPUR
MALANCHI,248,ARABPUR
MANDALGANTI,248,ARABPUR
MEDIA,248,ARABPUR
PATENGALI,308,ARABPUR
RAGHURAMPUR,348,ARABPUR
SUJALPUR,368,ARABPUR
BANIARGANTI,028,BASUNDIA
BASUNDIA,028,BASUNDIA
KEFAYET NAGAR,208,BASUNDIA
SADULLAPUR,368,BASUNDIA
GAIDGACHHI,128,BASUNDIA
GHOPERDANGA,128,BASUNDIA
JAGANNATHPUR,188,BASUNDIA
JANGAL BADHAL,188,BASUNDIA
GHONI,271,BASUNDIA
JOYANTA,188,BASUNDIA
KHOLADANGA,216,BASUNDIA
PADMABILA,308,BASUNDIA
SHIBANANDAPUR,368,BASUNDIA
BANIABAHU,028,CHANCHRA
BARA MEGHLA,028,CHANCHRA
BERBARI,028,CHANCHRA
BHATURIA,028,CHANCHRA
UTTAR CHANCHRA,428,CHANCHRA
CHHOTA MEGHLA,048,CHANCHRA
GOALDAHA,128,CHANCHRA
KALYANDAHA,208,CHANCHRA
KARICHIA,208,CHANCHRA
MAIDIA,248,CHANCHRA
RUDRAPUR,348,CHANCHRA
RUPDIA,348,CHANCHRA
SARAPOL,368,CHANCHRA
TAPASWIDANGA,388,CHANCHRA
TENTULIA,388,CHANCHRA
ABDULPUR,008,CHURAMANKATI
POLTADANGA,308,CHURAMANKATI
AHSANNAGAR,008,CHURAMANKATI
BADIATOLA,028,CHURAMANKATI
BAGHDANGA,028,CHURAMANKATI
BHAGALPUR,028,CHURAMANKATI
CHHATIANTALA,048,CHURAMANKATI
CHURAMANKATHI,048,CHURAMANKATI
DOGACHHIA,068,CHURAMANKATI
ISLAMPUR,168,CHURAMANKATI
GOBILA,128,CHURAMANKATI
JAGAHATI,188,CHURAMANKATI
JHAUDIA,188,CHURAMANKATI
NALDANGA,268,CHURAMANKATI
BELERMATH,028,CHURAMANKATI
KAMALAPUR,208,CHURAMANKATI
KHITIBDIA,208,CHURAMANKATI
SHANTALA,368,CHURAMANKATI
SAJIALI,368,CHURAMANKATI
SHYAMNAGAR,376,CHURAMANKATI
ALAMNAGAR,008,DIARA
ARAJI AMDABAD,008,DIARA
ARIJPUR,008,DIARA
BAJE DURGAPUR,028,DIARA
BUKBHARA BAOR,028,DIARA
CHANDUTIA,048,DIARA
GOBINDAPUR,128,DIARA
CHHILIMPUR,048,DIARA
DATTAPARA,068,DIARA
DIARA,068,DIARA
DUMDIA,068,DIARA
ERENDA,088,DIARA
FARIDPUR,108,DIARA
HALSA,148,DIARA
ICHHAPUR,168,DIARA
AMDABAD,008,DIARA
MAHADEBPUR,248,DIARA
MATHBARI,248,DIARA
NARANGALI,268,DIARA
TEGHARIA,388,DIARA
BALIADANGA,028,FATEPUR
BAULIA,028,FATEPUR
BHAYNA,028,FATEPUR
CHANDPARA,048,FATEPUR
DHANGHATA,068,FATEPUR
DAITALA,068,FATEPUR
FATEPUR,108,FATEPUR
HAMIDPUR,148,FATEPUR
JHUMJHUMPUR,188,FATEPUR
NALIA,268,FATEPUR
BAGDANGA,028,FATEPUR
RAJAPUR,348,FATEPUR
SITARAMPUR,368,FATEPUR
SULTANPUR,368,FATEPUR
BALIAGHATA,028,HAIBATPUR
BALIAGHATA,028,HAIBATPUR
BANIALI,028,HAIBATPUR
BARA HAIBATPUR,028,HAIBATPUR
BHAGALPUR,028,HAIBATPUR
CHHOTA HAIBATPUR,048,HAIBATPUR
DAKKHIN LALITADAHA,068,HAIBATPUR
ENAYETPUR,088,HAIBATPUR
HAIBATPUR,148,HAIBATPUR
HAPANIA,148,HAIBATPUR
JORADAHA,188,HAIBATPUR
KADIRPARA,208,HAIBATPUR
KAUDIA,208,HAIBATPUR
KISMAT,208,HAIBATPUR
LAUKHALI,228,HAIBATPUR
MANIKDIHI,248,HAIBATPUR
MATHURAPUR,248,HAIBATPUR
MIRA LAUKHALI,248,HAIBATPUR
MURADGAR,248,HAIBATPUR
NATUAPARA,268,HAIBATPUR
NISHCHINTAPUR,268,HAIBATPUR
RAHAMATPUR,348,HAIBATPUR
RASULPUR,348,HAIBATPUR
SAHABAZPUR,368,HAIBATPUR
SAMASPUR,368,HAIBATPUR
TIRERHAT,388,HAIBATPUR
UTTAR LALITADAHA,408,HAIBATPUR
DANGA BAYRA,068,ICHHALI
ENAYETPUR,088,ICHHALI
FULBARI,108,ICHHALI
GAONGHARA,128,ICHHALI
HASHIMPUR,148,ICHHALI
ICHHALI,168,ICHHALI
JAGAMOHANPUR,188,ICHHALI
JALKAR,188,ICHHALI
JOT RAHIMPUR,188,ICHHALI
JOYRAMPUR,188,ICHHALI
KAMARGANYA,208,ICHHALI
KAYETKHALI,208,ICHHALI
KUTUBPUR,208,ICHHALI
KISMAT RAJAPUR,208,ICHHALI
MANOHARPUR,248,ICHHALI
MATHURAPUR,248,ICHHALI
NANGARPUR,268,ICHHALI
PANCHBARIA,308,ICHHALI
BARA RAJAPUR,028,ICHHALI
HUDA RAJAPUR,148,ICHHALI
RAMKRISHNAPUR,348,ICHHALI
SHUNRA,368,ICHHALI
JUGIPARA,400,ICHHALI
BHAGABATITALA,028,KACHUA
DEYAPARA,068,KACHUA
GHOP,128,KACHUA
HOGALDANGA,148,KACHUA
KACHUA,208,KACHUA
KAIKHALI,208,KACHUA
MAMRAKOLA,248,KACHUA
MALIDANGA,248,KACHUA
MATHURAPUR,248,KACHUA
MUNSEFPUR,248,KACHUA
NARASINGHAKATI,268,KACHUA
NIMTALI,268,KACHUA
RAYMANIK,348,KACHUA
BAHALNAGAR,028,KASHIMPUR
BIJOYNAGAR,028,KASHIMPUR
DAHARPARA,068,KASHIMPUR
DAKATIA,068,KASHIMPUR
DAULATDIHI,068,KASHIMPUR
DIHI KANEJPUR,068,KASHIMPUR
GHONA,128,KASHIMPUR
KANEJPUR,208,KASHIMPUR
KASHIMPUR,208,KASHIMPUR
KHOJARHAT,208,KASHIMPUR
KIFAYETNAGAR,208,KASHIMPUR
KISMAT ENAYETPUR,208,KASHIMPUR
MIRAPUR,248,KASHIMPUR
OSMANPUR,288,KASHIMPUR
RAHELAPUR,348,KASHIMPUR
SALTA,368,KASHIMPUR
SANTALA,368,KASHIMPUR
JAGI,188,KASHIMPUR
SARAIDANGA,368,KASHIMPUR
NAODAGRAM,268,KASHIMPUR
SHYAMNAGAR,368,KASHIMPUR
TOLA NURPUR,388,KASHIMPUR
AGRAIL,008,LEBUTALA
ANDOLPOTA,008,LEBUTALA
AZMATPUR,008,LEBUTALA
BALESHWARPUR,028,LEBUTALA
BHABANIPUR,028,LEBUTALA
BIR NARAYANPUR,028,LEBUTALA
DALENNAGAR,068,LEBUTALA
ENAYETPUR,088,LEBUTALA
FULBARI,108,LEBUTALA
GAHERPUR,128,LEBUTALA
GOBRA,128,LEBUTALA
KATHAMARA,208,LEBUTALA
KHAJURA,208,LEBUTALA
KODALIA,208,LEBUTALA
LEBUTALA,228,LEBUTALA
PARANPUR,308,LEBUTALA
SATAILDANGA,368,LEBUTALA
SHARSHUNADAHA,368,LEBUTALA
TEJROL,388,LEBUTALA
ANDULIA,008,NARENDRAPUR
BALARAMPUR,028,NARENDRAPUR
GHATRA,128,NARENDRAPUR
BHAGABATIPUR,028,NARENDRAPUR
CHOUGHATA,048,NARENDRAPUR
CHAULIA,048,NARENDRAPUR
CHHILUMBARIA,048,NARENDRAPUR
GHORAGACHHA,128,NARENDRAPUR
GOPALPUR,128,NARENDRAPUR
HATBILA,148,NARENDRAPUR
JIRAT,188,NARENDRAPUR
NARENDRAPUR,268,NARENDRAPUR
RAMPUR,348,NARENDRAPUR
RUPDIA,348,NARENDRAPUR
SHANKHARIGANTI,368,NARENDRAPUR
SREEPADDI,368,NARENDRAPUR
ARPARA,008,NOAPARA
BAHADURPUR,028,NOAPARA
BARA BALIADANGA,028,NOAPARA
BARA GOPALPUR,028,NOAPARA
BIRAMPUR,028,NOAPARA
BOLPUR,028,NOAPARA
CHHOTA BALIADANGA,048,NOAPARA
CHHOTA GOPALPUR,048,NOAPARA
GHURULIA,128,NOAPARA
KISMAT NAOAPARA,228,NOAPARA
MADHUGRAM,248,NOAPARA
MALIAT,248,NOAPARA
NAOAPARA,268,NOAPARA
NAODAGRAM,268,NOAPARA
PAGLADAHA,308,NOAPARA
PANCHBARIA,308,NOAPARA
SHALIAT,368,NOAPARA
CHHOTA SHEIKHHATI,048,NOAPARA
SHEIKHHATI,392,NOAPARA
TALBARIA,388,NOAPARA
BAHIRMALLIK,028,RAMNAGAR
BAJUADANGA,028,RAMNAGAR
BALADANGA,028,RAMNAGAR
BHATPARA,028,RAMNAGAR
DAHARSINGA,068,RAMNAGAR
KAMALPUR,208,RAMNAGAR
KAZIPUR,208,RAMNAGAR
KHARICHADANGA,208,RAMNAGAR
MOBARAKKATI,248,RAMNAGAR
DAKKHIN MURALI,068,RAMNAGAR
PANTHAPARA,308,RAMNAGAR
RAMNAGAR,348,RAMNAGAR
SAHABATI,368,RAMNAGAR
SIRAJSINGA,368,RAMNAGAR
SREEKANTANAGAR,368,RAMNAGAR
TOLA GOLDARPARA,388,RAMNAGAR
BLOCK-A,036,UPASHAHAR
SECTOR NO.01,368,UPASHAHAR
SECTOR NO. 02,368,UPASHAHAR
